"","x"
"1344","BRSK2"
"1345","BRWD1"
"1346","BRWD3"
"1347","BSCL2"
"1348","BSDC1"
"1349","BSG"
"1350","BSN"
"1351","BSND"
"1352","BSPH1"
"1353","BSPRY"
"1354","BST1"
"1355","BST2"
"1356","BSX"
"1357","BTBD1"
"1358","BTBD10"
"1359","BTBD11"
"1360","BTBD16"
"1361","BTBD17"
"1362","BTBD2"
"1363","BTBD3"
"1364","BTBD7"
"1365","BTBD8"
"1366","BTBD9"
"1367","BTC"
"1368","BTD"
"1369","BTF3L4"
"1370","BTG1"
"1371","BTG2"
"1372","BTG3"
"1373","BTG4"
"1374","BTK"
"1375","BTLA"
"1376","BTN1A1"
"1377","BTN2A1"
"1378","BTN2A2"
"1379","BTN3A1"
"1380","BTN3A2"
"1381","BTN3A3"
"1382","BTNL3"
"1383","BTNL8"
"1384","BTNL9"
"1385","BTRC"
"1386","BVES"
"1387","BZRAP1"
"1388","BZW1"
"1389","BZW2"
"1390","C10orf10"
"1391","C10orf105"
"1392","C10orf107"
"1393","C10orf11"
"1394","C10orf111"
"1395","C10orf113"
"1396","C10orf114"
"1397","C10orf115"
"1398","C10orf118"
"1399","C10orf12"
"1400","C10orf120"
"1401","C10orf128"
"1402","C10orf131"
"1403","C10orf137"
"1404","C10orf2"
"1405","C10orf25"
"1406","C10orf32"
"1407","C10orf35"
"1408","C10orf53"
"1409","C10orf54"
"1410","C10orf62"
"1411","C10orf67"
"1412","C10orf68"
"1413","C10orf71"
"1414","C10orf82"
"1415","C10orf85"
"1416","C10orf88"
"1417","C10orf91"
"1418","C10orf95"
"1419","C10orf99"
"1420","C11orf1"
"1421","C11orf16"
"1422","C11orf21"
"1423","C11orf24"
"1424","C11orf30"
"1425","C11orf31"
"1426","C11orf35"
"1427","C11orf40"
"1428","C11orf42"
"1429","C11orf44"
"1430","C11orf45"
"1431","C11orf48"
"1432","C11orf49"
"1433","C11orf52"
"1434","C11orf53"
"1435","C11orf54"
"1436","C11orf58"
"1437","C11orf63"
"1438","C11orf65"
"1439","C11orf68"
"1440","C11orf70"
"1441","C11orf71"
"1442","C11orf72"
"1443","C11orf73"
"1444","C11orf74"
"1445","C11orf80"
"1446","C11orf82"
"1447","C11orf84"
"1448","C11orf86"
"1449","C11orf87"
"1450","C11orf88"
"1451","C11orf91"
"1452","C11orf93"
"1453","C11orf94"
"1454","C12orf10"
"1455","C12orf23"
"1456","C12orf29"
"1457","C12orf39"
"1458","C12orf4"
"1459","C12orf40"
"1460","C12orf44"
"1461","C12orf49"
"1462","C12orf5"
"1463","C12orf50"
"1464","C12orf52"
"1465","C12orf56"
"1466","C12orf57"
"1467","C12orf60"
"1468","C12orf61"
"1469","C12orf66"
"1470","C12orf68"
"1471","C12orf71"
"1472","C12orf73"
"1473","C12orf74"
"1474","C12orf75"
"1475","C12orf76"
"1476","C12orf77"
"1477","C13orf35"
"1478","C14orf1"
"1479","C14orf105"
"1480","C14orf119"
"1481","C14orf142"
"1482","C14orf159"
"1483","C14orf166B"
"1484","C14orf177"
"1485","C14orf178"
"1486","C14orf180"
"1487","C14orf182"
"1488","C14orf183"
"1489","C14orf23"
"1490","C14orf28"
"1491","C14orf37"
"1492","C14orf39"
"1493","C14orf79"
"1494","C14orf80"
"1495","C14orf93"
"1496","C15orf26"
"1497","C15orf27"
"1498","C15orf32"
"1499","C15orf38"
"1500","C15orf39"
"1501","C15orf40"
"1502","C15orf43"
"1503","C15orf48"
"1504","C15orf52"
"1505","C15orf53"
"1506","C15orf54"
"1507","C15orf56"
"1508","C15orf57"
"1509","C15orf60"
"1510","C15orf61"
"1511","C15orf62"
"1512","C16orf11"
"1513","C16orf13"
"1514","C16orf3"
"1515","C16orf45"
"1516","C16orf46"
"1517","C16orf47"
"1518","C16orf52"
"1519","C16orf54"
"1520","C16orf55"
"1521","C16orf58"
"1522","C16orf59"
"1523","C16orf70"
"1524","C16orf71"
"1525","C16orf72"
"1526","C16orf74"
"1527","C16orf78"
"1528","C16orf86"
"1529","C16orf87"
"1530","C16orf89"
"1531","C16orf90"
"1532","C16orf91"
"1533","C16orf92"
"1534","C16orf93"
"1535","C16orf95"
"1536","C16orf96"
"1537","C17orf102"
"1538","C17orf104"
"1539","C17orf105"
"1540","C17orf107"
"1541","C17orf47"
"1542","C17orf49"
"1543","C17orf50"
"1544","C17orf51"
"1545","C17orf53"
"1546","C17orf58"
"1547","C17orf59"
"1548","C17orf62"
"1549","C17orf64"
"1550","C17orf66"
"1551","C17orf70"
"1552","C17orf72"
"1553","C17orf74"
"1554","C17orf78"
"1555","C17orf80"
"1556","C17orf82"
"1557","C17orf85"
"1558","C17orf89"
"1559","C17orf96"
"1560","C17orf97"
"1561","C17orf98"
"1562","C17orf99"
"1563","C18orf32"
"1564","C18orf42"
"1565","C18orf54"
"1566","C18orf56"
"1567","C18orf63"
"1568","C18orf8"
"1569","C19orf10"
"1570","C19orf12"
"1571","C19orf18"
"1572","C19orf21"
"1573","C19orf24"
"1574","C19orf25"
"1575","C19orf33"
"1576","C19orf35"
"1577","C19orf38"
"1578","C19orf40"
"1579","C19orf44"
"1580","C19orf45"
"1581","C19orf47"
"1582","C19orf48"
"1583","C19orf52"
"1584","C19orf54"
"1585","C19orf55"
"1586","C19orf57"
"1587","C19orf59"
"1588","C19orf60"
"1589","C19orf66"
"1590","C19orf68"
"1591","C19orf71"
"1592","C19orf73"
"1593","C19orf77"
"1594","C19orf80"
"1595","C1GALT1C1"
"1596","C1orf100"
"1597","C1orf101"
"1598","C1orf105"
"1599","C1orf106"
"1600","C1orf110"
"1601","C1orf111"
"1602","C1orf112"
"1603","C1orf115"
"1604","C1orf116"
"1605","C1orf122"
"1606","C1orf123"
"1607","C1orf137"
"1608","C1orf138"
"1609","C1orf146"
"1610","C1orf147"
"1611","C1orf158"
"1612","C1orf159"
"1613","C1orf162"
"1614","C1orf168"
"1615","C1orf172"
"1616","C1orf173"
"1617","C1orf174"
"1618","C1orf177"
"1619","C1orf185"
"1620","C1orf186"
"1621","C1orf189"
"1622","C1orf192"
"1623","C1orf194"
"1624","C1orf195"
"1625","C1orf198"
"1626","C1orf200"
"1627","C1orf204"
"1628","C1orf21"
"1629","C1orf210"
"1630","C1orf216"
"1631","C1orf226"
"1632","C1orf227"
"1633","C1orf229"
"1634","C1orf27"
"1635","C1orf35"
"1636","C1orf43"
"1637","C1orf50"
"1638","C1orf51"
"1639","C1orf52"
"1640","C1orf53"
"1641","C1orf54"
"1642","C1orf56"
"1643","C1orf61"
"1644","C1orf63"
"1645","C1orf64"
"1646","C1orf65"
"1647","C1orf68"
"1648","C1orf74"
"1649","C1orf85"
"1650","C1orf86"
"1651","C1orf87"
"1652","C1orf94"
"1653","C1orf95"
"1654","C1QA"
"1655","C1QC"
"1656","C1QL1"
"1657","C1QL2"
"1658","C1QL3"
"1659","C1QL4"
"1660","C1QTNF1"
"1661","C1QTNF2"
"1662","C1QTNF3"
"1663","C1QTNF4"
"1664","C1QTNF6"
"1665","C1QTNF7"
"1666","C1QTNF8"
"1667","C1QTNF9"
"1668","C1RL"
"1669","C1S"
"1670","C2"
"1671","C20orf111"
"1672","C20orf112"
"1673","C20orf141"
"1674","C20orf144"
"1675","C20orf166"
"1676","C20orf194"
"1677","C20orf195"
"1678","C20orf196"
"1679","C20orf197"
"1680","C20orf201"
"1681","C20orf202"
"1682","C20orf26"
"1683","C20orf27"
"1684","C20orf62"
"1685","C20orf78"
"1686","C20orf85"
"1687","C20orf96"
"1688","C21orf119"
"1689","C21orf128"
"1690","C21orf2"
"1691","C21orf33"
"1692","C21orf49"
"1693","C21orf54"
"1694","C21orf58"
"1695","C21orf62"
"1696","C21orf67"
"1697","C21orf90"
"1698","C21orf91"
"1699","C22orf15"
"1700","C22orf23"
"1701","C22orf24"
"1702","C22orf26"
"1703","C22orf29"
"1704","C22orf31"
"1705","C22orf34"
"1706","C22orf39"
"1707","C22orf42"
"1708","C22orf43"
"1709","C22orf46"
"1710","C2CD2"
"1711","C2CD2L"
"1712","C2CD4A"
"1713","C2CD4B"
"1714","C2CD4C"
"1715","C2CD4D"
"1716","C2CD5"
"1717","C2orf15"
"1718","C2orf16"
"1719","C2orf27A"
"1720","C2orf27B"
"1721","C2orf40"
"1722","C2orf42"
"1723","C2orf43"
"1724","C2orf44"
"1725","C2orf48"
"1726","C2orf49"
"1727","C2orf50"
"1728","C2orf53"
"1729","C2orf54"
"1730","C2orf57"
"1731","C2orf61"
"1732","C2orf62"
"1733","C2orf66"
"1734","C2orf68"
"1735","C2orf69"
"1736","C2orf70"
"1737","C2orf71"
"1738","C2orf72"
"1739","C2orf73"
"1740","C2orf76"
"1741","C2orf78"
"1742","C2orf80"
"1743","C2orf83"
"1744","C2orf88"
"1745","C2orf91"
"1746","C3"
"1747","C3AR1"
"1748","C3orf18"
"1749","C3orf20"
"1750","C3orf22"
"1751","C3orf27"
"1752","C3orf30"
"1753","C3orf35"
"1754","C3orf37"
"1755","C3orf38"
"1756","C3orf49"
"1757","C3orf52"
"1758","C3orf55"
"1759","C3orf56"
"1760","C3orf58"
"1761","C3orf62"
"1762","C3orf65"
"1763","C3orf67"
"1764","C3orf70"
"1765","C3orf72"
"1766","C3orf79"
"1767","C4A"
"1768","C4B"
"1769","C4BPA"
"1770","C4BPB"
"1771","C4orf17"
"1772","C4orf19"
"1773","C4orf21"
"1774","C4orf22"
"1775","C4orf26"
"1776","C4orf27"
"1777","C4orf3"
"1778","C4orf32"
"1779","C4orf33"
"1780","C4orf36"
"1781","C4orf40"
"1782","C4orf45"
"1783","C4orf46"
"1784","C4orf47"
"1785","C4orf6"
"1786","C5"
"1787","C5AR1"
"1788","C5orf15"
"1789","C5orf20"
"1790","C5orf22"
"1791","C5orf24"
"1792","C5orf27"
"1793","C5orf28"
"1794","C5orf30"
"1795","C5orf38"
"1796","C5orf45"
"1797","C5orf46"
"1798","C5orf47"
"1799","C5orf48"
"1800","C5orf49"
"1801","C5orf51"
"1802","C5orf52"
"1803","C5orf54"
"1804","C5orf55"
"1805","C5orf56"
"1806","C5orf60"
"1807","C6"
"1808","C6orf1"
"1809","C6orf10"
"1810","C6orf106"
"1811","C6orf118"
"1812","C6orf120"
"1813","C6orf132"
"1814","C6orf136"
"1815","C6orf141"
"1816","C6orf15"
"1817","C6orf163"
"1818","C6orf164"
"1819","C6orf165"
"1820","C6orf170"
"1821","C6orf195"
"1822","C6orf201"
"1823","C6orf203"
"1824","C6orf211"
"1825","C6orf222"
"1826","C6orf223"
"1827","C6orf226"
"1828","C6orf25"
"1829","C6orf47"
"1830","C6orf58"
"1831","C6orf62"
"1832","C6orf70"
"1833","C6orf89"
"1834","C7"
"1835","C7orf10"
"1836","C7orf13"
"1837","C7orf25"
"1838","C7orf29"
"1839","C7orf31"
"1840","C7orf33"
"1841","C7orf34"
"1842","C7orf41"
"1843","C7orf43"
"1844","C7orf49"
"1845","C7orf50"
"1846","C7orf55"
"1847","C7orf57"
"1848","C7orf60"
"1849","C7orf61"
"1850","C7orf62"
"1851","C7orf63"
"1852","C7orf65"
"1853","C7orf66"
"1854","C7orf69"
"1855","C7orf71"
"1856","C7orf72"
"1857","C8A"
"1858","C8B"
"1859","C8G"
"1860","C8orf17"
"1861","C8orf22"
"1862","C8orf31"
"1863","C8orf34"
"1864","C8orf37"
"1865","C8orf4"
"1866","C8orf42"
"1867","C8orf44"
"1868","C8orf46"
"1869","C8orf47"
"1870","C8orf48"
"1871","C8orf49"
"1872","C8orf58"
"1873","C8orf74"
"1874","C8orf76"
"1875","C8orf82"
"1876","C8orf86"
"1877","C9"
"1878","C9orf116"
"1879","C9orf117"
"1880","C9orf123"
"1881","C9orf129"
"1882","C9orf131"
"1883","C9orf135"
"1884","C9orf139"
"1885","C9orf141"
"1886","C9orf142"
"1887","C9orf152"
"1888","C9orf153"
"1889","C9orf156"
"1890","C9orf16"
"1891","C9orf163"
"1892","C9orf170"
"1893","C9orf171"
"1894","C9orf24"
"1895","C9orf3"
"1896","C9orf37"
"1897","C9orf40"
"1898","C9orf43"
"1899","C9orf47"
"1900","C9orf50"
"1901","C9orf53"
"1902","C9orf57"
"1903","C9orf62"
"1904","C9orf64"
"1905","C9orf66"
"1906","C9orf72"
"1907","C9orf84"
"1908","C9orf85"
"1909","C9orf89"
"1910","C9orf9"
"1911","C9orf91"
"1912","C9orf96"
"1913","CA10"
"1914","CA11"
"1915","CA12"
"1916","CA13"
"1917","CA14"
"1918","CA2"
"1919","CA3"
"1920","CA4"
"1921","CA5A"
"1922","CA5B"
"1923","CA6"
"1924","CA7"
"1925","CA8"
"1926","CA9"
"1927","CAAP1"
"1928","CAB39L"
"1929","CABLES1"
"1930","CABLES2"
"1931","CABP1"
"1932","CABP2"
"1933","CABP4"
"1934","CABP5"
"1935","CABP7"
"1936","CABS1"
"1937","CABYR"
"1938","CACFD1"
"1939","CACHD1"
"1940","CACNA1A"
"1941","CACNA1C"
"1942","CACNA1D"
"1943","CACNA1F"
"1944","CACNA1G"
"1945","CACNA1H"
"1946","CACNA1I"
"1947","CACNA1S"
"1948","CACNA2D1"
"1949","CACNA2D2"
"1950","CACNA2D4"
"1951","CACNB1"
"1952","CACNB2"
"1953","CACNB3"
"1954","CACNB4"
"1955","CACNG1"
"1956","CACNG2"
"1957","CACNG3"
"1958","CACNG4"
"1959","CACNG6"
"1960","CACNG7"
"1961","CACNG8"
"1962","CACUL1"
"1963","CACYBP"
"1964","CADM1"
"1965","CADM2"
"1966","CADM3"
"1967","CADM4"
"1968","CADPS"
"1969","CADPS2"
"1970","CAGE1"
"1971","CALB1"
"1972","CALB2"
"1973","CALCA"
"1974","CALCB"
"1975","CALCOCO1"
"1976","CALCOCO2"
"1977","CALCR"
"1978","CALCRL"
"1979","CALD1"
"1980","CALHM1"
"1981","CALHM2"
"1982","CALHM3"
"1983","CALM1"
"1984","CALM3"
"1985","CALML3"
"1986","CALML4"
"1987","CALML5"
"1988","CALML6"
"1989","CALR"
"1990","CALR3"
"1991","CALU"
"1992","CALY"
"1993","CAMK1"
"1994","CAMK1D"
"1995","CAMK1G"
"1996","CAMK2A"
"1997","CAMK2B"
"1998","CAMK2D"
"1999","CAMK2G"
"2000","CAMK2N1"
"2001","CAMK2N2"
"2002","CAMK4"
"2003","CAMKK1"
"2004","CAMKK2"
"2005","CAMKMT"
"2006","CAMKV"
"2007","CAMSAP1"
"2008","CAMSAP2"
"2009","CAMSAP3"
"2010","CAMTA1"
"2011","CAMTA2"
"2012","CAND2"
"2013","CANT1"
"2014","CANX"
"2015","CAP2"
"2016","CAPG"
"2017","CAPN1"
"2018","CAPN10"
"2019","CAPN11"
"2020","CAPN12"
"2021","CAPN13"
"2022","CAPN14"
"2023","CAPN2"
"2024","CAPN3"
"2025","CAPN5"
"2026","CAPN6"
"2027","CAPN7"
"2028","CAPN9"
"2029","CAPRIN1"
"2030","CAPRIN2"
"2031","CAPS"
"2032","CAPS2"
"2033","CAPSL"
"2034","CAPZA1"
"2035","CAPZA2"
"2036","CAPZA3"
"2037","CARD10"
"2038","CARD11"
"2039","CARD16"
"2040","CARD17"
"2041","CARD6"
"2042","CARD8"
"2043","CARD9"
"2044","CARHSP1"
"2045","CARKD"
"2046","CARM1"
"2047","CARNS1"
"2048","CARTPT"
"2049","CASC1"
"2050","CASC4"
"2051","CASD1"
"2052","CASK"
"2053","CASKIN1"
"2054","CASKIN2"
"2055","CASP1"
"2056","CASP10"
"2057","CASP14"
"2058","CASP2"
"2059","CASP3"
"2060","CASP4"
"2061","CASP5"
"2062","CASP6"
"2063","CASP7"
"2064","CASP8"
"2065","CASP9"
"2066","CASQ1"
"2067","CASQ2"
"2068","CASR"
"2069","CASS4"
"2070","CAST"
"2071","CASZ1"
"2072","CAT"
"2073","CATSPER1"
"2074","CATSPER2"
"2075","CATSPER3"
"2076","CATSPER4"
"2077","CATSPERB"
"2078","CATSPERD"
"2079","CATSPERG"
"2080","CAV1"
"2081","CAV2"
"2082","CAV3"
"2083","CBFA2T2"
"2084","CBL"
"2085","CBLB"
"2086","CBLC"
"2087","CBLN1"
"2088","CBLN2"
"2089","CBLN3"
"2090","CBLN4"
"2091","CBR1"
"2092","CBR3"
"2093","CBR4"
"2094","CBS"
"2095","CBWD1"
"2096","CBWD2"
"2097","CBWD3"
"2098","CBWD5"
"2099","CBWD6"
"2100","CBWD7"
"2101","CBX1"
"2102","CBX2"
"2103","CBX3"
"2104","CBX4"
"2105","CBX6"
"2106","CBX7"
"2107","CBX8"
"2108","CBY1"
"2109","CBY3"
"2110","CC2D1A"
"2111","CC2D1B"
"2112","CC2D2B"
"2113","CCBE1"
"2114","CCBL1"
"2115","CCBL2"
"2116","CCDC102A"
"2117","CCDC102B"
"2118","CCDC103"
"2119","CCDC104"
"2120","CCDC105"
"2121","CCDC106"
"2122","CCDC107"
"2123","CCDC108"
"2124","CCDC109B"
"2125","CCDC11"
"2126","CCDC110"
"2127","CCDC111"
"2128","CCDC112"
"2129","CCDC113"
"2130","CCDC114"
"2131","CCDC116"
"2132","CCDC117"
"2133","CCDC120"
"2134","CCDC121"
"2135","CCDC122"
"2136","CCDC124"
"2137","CCDC125"
"2138","CCDC126"
"2139","CCDC127"
"2140","CCDC129"
"2141","CCDC13"
"2142","CCDC132"
"2143","CCDC134"
"2144","CCDC135"
"2145","CCDC136"
"2146","CCDC137"
"2147","CCDC138"
"2148","CCDC14"
"2149","CCDC140"
"2150","CCDC142"
"2151","CCDC144A"
"2152","CCDC144NL"
"2153","CCDC146"
"2154","CCDC147"
"2155","CCDC148"
"2156","CCDC149"
"2157","CCDC15"
"2158","CCDC150"
"2159","CCDC151"
"2160","CCDC152"
"2161","CCDC155"
"2162","CCDC158"
"2163","CCDC167"
"2164","CCDC169"
"2165","CCDC17"
"2166","CCDC170"
"2167","CCDC171"
"2168","CCDC172"
"2169","CCDC173"
"2170","CCDC175"
"2171","CCDC176"
"2172","CCDC178"
"2173","CCDC181"
"2174","CCDC19"
"2175","CCDC22"
"2176","CCDC23"
"2177","CCDC24"
"2178","CCDC25"
"2179","CCDC27"
"2180","CCDC28A"
"2181","CCDC28B"
"2182","CCDC3"
"2183","CCDC33"
"2184","CCDC34"
"2185","CCDC36"
"2186","CCDC37"
"2187","CCDC38"
"2188","CCDC39"
"2189","CCDC40"
"2190","CCDC41"
"2191","CCDC42"
"2192","CCDC42B"
"2193","CCDC43"
"2194","CCDC50"
"2195","CCDC53"
"2196","CCDC54"
"2197","CCDC57"
"2198","CCDC58"
"2199","CCDC6"
"2200","CCDC60"
"2201","CCDC62"
"2202","CCDC63"
"2203","CCDC64"
"2204","CCDC65"
"2205","CCDC66"
"2206","CCDC68"
"2207","CCDC69"
"2208","CCDC7"
"2209","CCDC70"
"2210","CCDC71"
"2211","CCDC73"
"2212","CCDC74A"
"2213","CCDC74B"
"2214","CCDC77"
"2215","CCDC78"
"2216","CCDC8"
"2217","CCDC80"
"2218","CCDC81"
"2219","CCDC83"
"2220","CCDC85A"
"2221","CCDC85B"
"2222","CCDC85C"
"2223","CCDC87"
"2224","CCDC88A"
"2225","CCDC88B"
"2226","CCDC88C"
"2227","CCDC89"
"2228","CCDC9"
"2229","CCDC90B"
"2230","CCDC92"
"2231","CCDC93"
"2232","CCDC96"
"2233","CCDC97"
"2234","CCER1"
"2235","CCHCR1"
"2236","CCIN"
"2237","CCK"
"2238","CCKAR"
"2239","CCKBR"
"2240","CCL1"
"2241","CCL11"
"2242","CCL13"
"2243","CCL14"
"2244","CCL15"
"2245","CCL16"
"2246","CCL17"
"2247","CCL18"
"2248","CCL19"
"2249","CCL2"
"2250","CCL20"
"2251","CCL21"
"2252","CCL22"
"2253","CCL23"
"2254","CCL24"
"2255","CCL25"
"2256","CCL26"
"2257","CCL27"
"2258","CCL28"
"2259","CCL3"
"2260","CCL3L1"
"2261","CCL3L3"
"2262","CCL4"
"2263","CCL4L1"
"2264","CCL4L2"
"2265","CCL5"
"2266","CCL7"
"2267","CCL8"
"2268","CCM2"
"2269","CCM2L"
"2270","CCNA1"
"2271","CCNB1"
"2272","CCNB1IP1"
"2273","CCNB2"
"2274","CCNB3"
"2275","CCND1"
"2276","CCND3"
"2277","CCNDBP1"
"2278","CCNE1"
"2279","CCNG1"
"2280","CCNG2"
"2281","CCNI"
"2282","CCNI2"
"2283","CCNJ"
"2284","CCNJL"
"2285","CCNL2"
"2286","CCNO"
"2287","CCNT1"
"2288","CCNT2"
"2289","CCNY"
"2290","CCNYL1"
"2291","CCPG1"
"2292","CCR1"
"2293","CCR10"
"2294","CCR2"
"2295","CCR3"
"2296","CCR4"
"2297","CCR6"
"2298","CCR7"
"2299","CCR8"
"2300","CCR9"
"2301","CCRL1"
"2302","CCRL2"
"2303","CCRN4L"
"2304","CCS"
"2305","CCSAP"
"2306","CCSER1"
"2307","CCSER2"
"2308","CCT6B"
"2309","CCT8L2"
"2310","CCZ1"
"2311","CCZ1B"
"2312","CD109"
"2313","CD14"
"2314","CD160"
"2315","CD163"
"2316","CD163L1"
"2317","CD164"
"2318","CD164L2"
"2319","CD177"
"2320","CD180"
"2321","CD19"
"2322","CD1A"
"2323","CD1B"
"2324","CD1C"
"2325","CD1D"
"2326","CD1E"
"2327","CD2"
"2328","CD200"
"2329","CD200R1"
"2330","CD200R1L"
"2331","CD207"
"2332","CD209"
"2333","CD22"
"2334","CD226"
"2335","CD244"
"2336","CD247"
"2337","CD248"
"2338","CD27"
"2339","CD274"
"2340","CD276"
"2341","CD28"
"2342","CD2AP"
"2343","CD2BP2"
"2344","CD300A"
"2345","CD300C"
"2346","CD300LB"
"2347","CD300LD"
"2348","CD300LF"
"2349","CD300LG"
"2350","CD302"
"2351","CD320"
"2352","CD33"
"2353","CD34"
"2354","CD36"
"2355","CD37"
"2356","CD38"
"2357","CD3D"
"2358","CD3E"
"2359","CD3G"
"2360","CD4"
"2361","CD40"
"2362","CD40LG"
"2363","CD44"
"2364","CD46"
"2365","CD47"
"2366","CD48"
"2367","CD5"
"2368","CD52"
"2369","CD53"
"2370","CD55"
"2371","CD58"
"2372","CD59"
"2373","CD5L"
"2374","CD6"
"2375","CD63"
"2376","CD68"
"2377","CD7"
"2378","CD70"
"2379","CD74"
"2380","CD79A"
"2381","CD79B"
"2382","CD80"
"2383","CD81"
"2384","CD82"
"2385","CD83"
"2386","CD84"
"2387","CD86"
"2388","CD8A"
"2389","CD8B"
"2390","CD9"
"2391","CD93"
"2392","CD96"
"2393","CD97"
"2394","CD99"
"2395","CD99L2"
"2396","CDA"
"2397","CDADC1"
"2398","CDC14A"
"2399","CDC14B"
"2400","CDC20B"
"2401","CDC25A"
"2402","CDC25B"
"2403","CDC25C"
"2404","CDC34"
"2405","CDC37L1"
"2406","CDC42BPA"
"2407","CDC42BPB"
"2408","CDC42BPG"
"2409","CDC42EP1"
"2410","CDC42EP2"
"2411","CDC42EP3"
"2412","CDC42EP4"
"2413","CDC42EP5"
"2414","CDC42SE2"
"2415","CDCA2"
"2416","CDCA3"
"2417","CDCA7"
"2418","CDCA7L"
"2419","CDCA8"
"2420","CDCP1"
"2421","CDCP2"
"2422","CDH1"
"2423","CDH10"
"2424","CDH11"
"2425","CDH12"
"2426","CDH13"
"2427","CDH15"
"2428","CDH16"
"2429","CDH17"
"2430","CDH19"
"2431","CDH2"
"2432","CDH20"
"2433","CDH22"
"2434","CDH26"
"2435","CDH3"
"2436","CDH4"
"2437","CDH5"
"2438","CDH6"
"2439","CDH7"
"2440","CDH8"
"2441","CDH9"
"2442","CDHR1"
"2443","CDHR2"
"2444","CDHR3"
"2445","CDHR4"
"2446","CDHR5"
"2447","CDIP1"
"2448","CDK10"
"2449","CDK11A"
"2450","CDK14"
"2451","CDK15"
"2452","CDK16"
"2453","CDK17"
"2454","CDK18"
"2455","CDK19"
"2456","CDK20"
"2457","CDK2AP1"
"2458","CDK2AP2"
"2459","CDK5"
"2460","CDK5R1"
"2461","CDK5R2"
"2462","CDK5RAP1"
"2463","CDK5RAP3"
"2464","CDK8"
"2465","CDKL1"
"2466","CDKL2"
"2467","CDKL3"
"2468","CDKL4"
"2469","CDKL5"
"2470","CDKN1B"
"2471","CDKN1C"
"2472","CDKN2A"
"2473","CDKN2AIPNL"
"2474","CDKN2B"
"2475","CDKN2C"
"2476","CDKN2D"
"2477","CDNF"
"2478","CDO1"
"2479","CDON"
"2480","CDPF1"
"2481","CDR1"
"2482","CDR2"
"2483","CDR2L"
"2484","CDRT1"
"2485","CDRT15"
"2486","CDRT15L2"
"2487","CDRT4"
"2488","CDS1"
"2489","CDS2"
"2490","CDSN"
"2491","CDV3"
"2492","CDX1"
"2493","CDX2"
"2494","CDX4"
"2495","CDYL"
"2496","CEACAM1"
"2497","CEACAM19"
"2498","CEACAM21"
"2499","CEACAM3"
"2500","CEACAM4"
"2501","CEACAM5"
"2502","CEACAM6"
"2503","CEACAM7"
"2504","CEACAM8"
"2505","CEBPB"
"2506","CEBPE"
"2507","CEBPG"
"2508","CECR1"
"2509","CECR5"
"2510","CECR6"
"2511","CEL"
"2512","CELA1"
"2513","CELA2A"
"2514","CELA2B"
"2515","CELA3A"
"2516","CELA3B"
"2517","CELF3"
"2518","CELF4"
"2519","CELF5"
"2520","CELF6"
"2521","CELSR1"
"2522","CELSR2"
"2523","CELSR3"
"2524","CEND1"
"2525","CENPB"
"2526","CENPBD1"
"2527","CENPO"
"2528","CENPP"
"2529","CENPV"
"2530","CEP104"
"2531","CEP112"
"2532","CEP128"
"2533","CEP164"
"2534","CEP170"
"2535","CEP170B"
"2536","CEP19"
"2537","CEP250"
"2538","CEP57L1"
"2539","CEP68"
"2540","CEP70"
"2541","CEP72"
"2542","CEP76"
"2543","CEP78"
"2544","CEP85L"
"2545","CEP89"
"2546","CEP95"
"2547","CEPT1"
"2548","CER1"
"2549","CERCAM"
"2550","CERK"
"2551","CERKL"
"2552","CERS1"
"2553","CERS2"
"2554","CERS3"
"2555","CERS4"
"2556","CERS5"
"2557","CERS6"
"2558","CES1"
"2559","CES2"
"2560","CES3"
"2561","CES5A"
"2562","CETN1"
"2563","CETN2"
"2564","CETN3"
"2565","CETP"
"2566","CFB"
"2567","CFC1"
"2568","CFC1B"
"2569","CFH"
"2570","CFHR1"
"2571","CFHR2"
"2572","CFHR3"
"2573","CFHR4"
"2574","CFHR5"
"2575","CFI"
"2576","CFL2"
"2577","CFTR"
"2578","CGA"
"2579","CGB"
"2580","CGB1"
"2581","CGB2"
"2582","CGB5"
"2583","CGB8"
"2584","CGGBP1"
"2585","CGN"
"2586","CGNL1"
"2587","CGREF1"
"2588","CGRRF1"
"2589","CH25H"
"2590","CHAC1"
"2591","CHAC2"
"2592","CHAD"
"2593","CHADL"
"2594","CHAMP1"
"2595","CHAT"
"2596","CHCHD1"
"2597","CHCHD10"
"2598","CHCHD2"
"2599","CHCHD5"
"2600","CHCHD6"
"2601","CHCHD7"
"2602","CHD1"
"2603","CHD1L"
"2604","CHD3"
"2605","CHD5"
"2606","CHD6"
"2607","CHD7"
"2608","CHD9"
"2609","CHDH"
"2610","CHEK2"
"2611","CHFR"
"2612","CHGA"
"2613","CHGB"
"2614","CHI3L1"
"2615","CHI3L2"
"2616","CHIA"
"2617","CHIC1"
"2618","CHIC2"
"2619","CHID1"
"2620","CHIT1"
"2621","CHKB"
"2622","CHL1"
"2623","CHM"
"2624","CHML"
"2625","CHMP1A"
"2626","CHMP2B"
"2627","CHMP4A"
"2628","CHMP4C"
"2629","CHN1"
"2630","CHN2"
"2631","CHODL"
"2632","CHP2"
"2633","CHPF"
"2634","CHPF2"
"2635","CHPT1"
"2636","CHRAC1"
"2637","CHRD"
"2638","CHRDL1"
"2639","CHRDL2"
"2640","CHRFAM7A"
"2641","CHRM1"
