"","x"
"4465","FAM220A"
"4466","FAM221A"
"4467","FAM221B"
"4468","FAM222A"
"4469","FAM222B"
"4470","FAM227B"
"4471","FAM228A"
"4472","FAM229A"
"4473","FAM229B"
"4474","FAM24A"
"4475","FAM24B"
"4476","FAM25A"
"4477","FAM25B"
"4478","FAM25C"
"4479","FAM25E"
"4480","FAM25G"
"4481","FAM26D"
"4482","FAM26E"
"4483","FAM26F"
"4484","FAM27A"
"4485","FAM27B"
"4486","FAM27C"
"4487","FAM27E1"
"4488","FAM27E2"
"4489","FAM27E3"
"4490","FAM35A"
"4491","FAM3A"
"4492","FAM3B"
"4493","FAM3C"
"4494","FAM3D"
"4495","FAM43A"
"4496","FAM43B"
"4497","FAM45A"
"4498","FAM46A"
"4499","FAM46B"
"4500","FAM46C"
"4501","FAM46D"
"4502","FAM47A"
"4503","FAM47B"
"4504","FAM47C"
"4505","FAM47E"
"4506","FAM49A"
"4507","FAM49B"
"4508","FAM50B"
"4509","FAM53A"
"4510","FAM53B"
"4511","FAM53C"
"4512","FAM57A"
"4513","FAM57B"
"4514","FAM5B"
"4515","FAM5C"
"4516","FAM63A"
"4517","FAM63B"
"4518","FAM64A"
"4519","FAM65A"
"4520","FAM65B"
"4521","FAM69A"
"4522","FAM69B"
"4523","FAM69C"
"4524","FAM71A"
"4525","FAM71B"
"4526","FAM71C"
"4527","FAM71E1"
"4528","FAM71E2"
"4529","FAM71F1"
"4530","FAM71F2"
"4531","FAM72A"
"4532","FAM72B"
"4533","FAM72D"
"4534","FAM73A"
"4535","FAM73B"
"4536","FAM76A"
"4537","FAM76B"
"4538","FAM78A"
"4539","FAM78B"
"4540","FAM81A"
"4541","FAM81B"
"4542","FAM83A"
"4543","FAM83B"
"4544","FAM83C"
"4545","FAM83D"
"4546","FAM83E"
"4547","FAM83F"
"4548","FAM83H"
"4549","FAM84A"
"4550","FAM84B"
"4551","FAM86A"
"4552","FAM86B1"
"4553","FAM86C1"
"4554","FAM89A"
"4555","FAM89B"
"4556","FAM8A1"
"4557","FAM90A1"
"4558","FAM91A1"
"4559","FAM92A1"
"4560","FAM96A"
"4561","FAM98A"
"4562","FAM98C"
"4563","FAM9A"
"4564","FAM9B"
"4565","FAM9C"
"4566","FAN1"
"4567","FANCA"
"4568","FANCD2OS"
"4569","FANCE"
"4570","FANCF"
"4571","FANCG"
"4572","FANCI"
"4573","FAP"
"4574","FAR2"
"4575","FARP1"
"4576","FARP2"
"4577","FAS"
"4578","FASLG"
"4579","FASN"
"4580","FASTK"
"4581","FASTKD1"
"4582","FASTKD2"
"4583","FASTKD3"
"4584","FASTKD5"
"4585","FAT1"
"4586","FAT2"
"4587","FAT4"
"4588","FATE1"
"4589","FAXC"
"4590","FAXDC2"
"4591","FBLIM1"
"4592","FBLN1"
"4593","FBLN2"
"4594","FBLN5"
"4595","FBLN7"
"4596","FBN1"
"4597","FBN2"
"4598","FBN3"
"4599","FBP1"
"4600","FBP2"
"4601","FBRSL1"
"4602","FBXL12"
"4603","FBXL13"
"4604","FBXL14"
"4605","FBXL16"
"4606","FBXL18"
"4607","FBXL2"
"4608","FBXL20"
"4609","FBXL3"
"4610","FBXL5"
"4611","FBXL6"
"4612","FBXL8"
"4613","FBXO10"
"4614","FBXO15"
"4615","FBXO16"
"4616","FBXO17"
"4617","FBXO18"
"4618","FBXO2"
"4619","FBXO21"
"4620","FBXO22"
"4621","FBXO24"
"4622","FBXO25"
"4623","FBXO27"
"4624","FBXO28"
"4625","FBXO3"
"4626","FBXO30"
"4627","FBXO31"
"4628","FBXO32"
"4629","FBXO33"
"4630","FBXO34"
"4631","FBXO36"
"4632","FBXO38"
"4633","FBXO39"
"4634","FBXO4"
"4635","FBXO40"
"4636","FBXO42"
"4637","FBXO43"
"4638","FBXO44"
"4639","FBXO45"
"4640","FBXO46"
"4641","FBXO47"
"4642","FBXO48"
"4643","FBXO6"
"4644","FBXO7"
"4645","FBXO8"
"4646","FBXO9"
"4647","FBXW10"
"4648","FBXW12"
"4649","FBXW4"
"4650","FBXW5"
"4651","FBXW8"
"4652","FBXW9"
"4653","FCAMR"
"4654","FCAR"
"4655","FCER1A"
"4656","FCER1G"
"4657","FCER2"
"4658","FCGBP"
"4659","FCGR1A"
"4660","FCGR1B"
"4661","FCGR2A"
"4662","FCGR2B"
"4663","FCGR3A"
"4664","FCGRT"
"4665","FCHO2"
"4666","FCHSD1"
"4667","FCHSD2"
"4668","FCN1"
"4669","FCN2"
"4670","FCN3"
"4671","FCRL1"
"4672","FCRL2"
"4673","FCRL3"
"4674","FCRL4"
"4675","FCRL5"
"4676","FCRL6"
"4677","FCRLA"
"4678","FCRLB"
"4679","FDCSP"
"4680","FDXACB1"
"4681","FEM1A"
"4682","FEM1B"
"4683","FEM1C"
"4684","FER"
"4685","FERD3L"
"4686","FERMT1"
"4687","FERMT3"
"4688","FES"
"4689","FETUB"
"4690","FEV"
"4691","FEZ1"
"4692","FEZ2"
"4693","FEZF1"
"4694","FEZF2"
"4695","FFAR1"
"4696","FFAR3"
"4697","FFAR4"
"4698","FGA"
"4699","FGB"
"4700","FGD1"
"4701","FGD2"
"4702","FGD3"
"4703","FGD4"
"4704","FGD5"
"4705","FGD6"
"4706","FGF1"
"4707","FGF10"
"4708","FGF11"
"4709","FGF12"
"4710","FGF13"
"4711","FGF14"
"4712","FGF17"
"4713","FGF18"
"4714","FGF19"
"4715","FGF2"
"4716","FGF20"
"4717","FGF22"
"4718","FGF23"
"4719","FGF3"
"4720","FGF4"
"4721","FGF5"
"4722","FGF6"
"4723","FGF7"
"4724","FGF8"
"4725","FGF9"
"4726","FGFBP2"
"4727","FGFBP3"
"4728","FGFR4"
"4729","FGG"
"4730","FGGY"
"4731","FGL2"
"4732","FGR"
"4733","FHAD1"
"4734","FHL1"
"4735","FHL2"
"4736","FHL3"
"4737","FHL5"
"4738","FHOD1"
"4739","FHOD3"
"4740","FIBCD1"
"4741","FIBIN"
"4742","FIBP"
"4743","FICD"
"4744","FIG4"
"4745","FIGF"
"4746","FIGLA"
"4747","FIGN"
"4748","FIGNL1"
"4749","FILIP1"
"4750","FILIP1L"
"4751","FITM1"
"4752","FITM2"
"4753","FIZ1"
"4754","FKBP10"
"4755","FKBP11"
"4756","FKBP14"
"4757","FKBP1A"
"4758","FKBP1B"
"4759","FKBP2"
"4760","FKBP4"
"4761","FKBP5"
"4762","FKBP6"
"4763","FKBP7"
"4764","FKBP9"
"4765","FKBPL"
"4766","FKRP"
"4767","FKTN"
"4768","FLAD1"
"4769","FLCN"
"4770","FLG"
"4771","FLG2"
"4772","FLJ27365"
"4773","FLNA"
"4774","FLNB"
"4775","FLNC"
"4776","FLOT1"
"4777","FLOT2"
"4778","FLRT1"
"4779","FLRT2"
"4780","FLRT3"
"4781","FLT1"
"4782","FLT3"
"4783","FLT3LG"
"4784","FLT4"
"4785","FLVCR2"
"4786","FLYWCH1"
"4787","FLYWCH2"
"4788","FMN1"
"4789","FMN2"
"4790","FMNL1"
"4791","FMNL2"
"4792","FMNL3"
"4793","FMO1"
"4794","FMO2"
"4795","FMO3"
"4796","FMO4"
"4797","FMO5"
"4798","FMOD"
"4799","FMR1"
"4800","FMR1NB"
"4801","FN1"
"4802","FN3K"
"4803","FN3KRP"
"4804","FNBP1"
"4805","FNDC1"
"4806","FNDC3A"
"4807","FNDC3B"
"4808","FNDC4"
"4809","FNDC7"
"4810","FNDC8"
"4811","FNDC9"
"4812","FNIP1"
"4813","FNIP2"
"4814","FOCAD"
"4815","FOLH1"
"4816","FOLR1"
"4817","FOLR2"
"4818","FOLR4"
"4819","FOPNL"
"4820","FOS"
"4821","FOSB"
"4822","FOSL1"
"4823","FOSL2"
"4824","FOXA1"
"4825","FOXA2"
"4826","FOXA3"
"4827","FOXB1"
"4828","FOXB2"
"4829","FOXC1"
"4830","FOXC2"
"4831","FOXD2"
"4832","FOXD3"
"4833","FOXD4"
"4834","FOXD4L1"
"4835","FOXD4L2"
"4836","FOXD4L3"
"4837","FOXD4L4"
"4838","FOXD4L5"
"4839","FOXD4L6"
"4840","FOXE1"
"4841","FOXE3"
"4842","FOXF1"
"4843","FOXF2"
"4844","FOXG1"
"4845","FOXH1"
"4846","FOXI1"
"4847","FOXI2"
"4848","FOXJ1"
"4849","FOXJ2"
"4850","FOXK2"
"4851","FOXL1"
"4852","FOXL2"
"4853","FOXM1"
"4854","FOXN1"
"4855","FOXN2"
"4856","FOXN4"
"4857","FOXO1"
"4858","FOXO3"
"4859","FOXO4"
"4860","FOXP2"
"4861","FOXP3"
"4862","FOXP4"
"4863","FOXQ1"
"4864","FOXR1"
"4865","FOXR2"
"4866","FOXRED1"
"4867","FOXRED2"
"4868","FOXS1"
"4869","FPGT"
"4870","FPR1"
"4871","FPR2"
"4872","FPR3"
"4873","FRA10AC1"
"4874","FRAT1"
"4875","FRAT2"
"4876","FREM1"
"4877","FREM2"
"4878","FREM3"
"4879","FRG1"
"4880","FRG2"
"4881","FRG2B"
"4882","FRG2C"
"4883","FRMD1"
"4884","FRMD3"
"4885","FRMD4A"
"4886","FRMD4B"
"4887","FRMD5"
"4888","FRMD6"
"4889","FRMD7"
"4890","FRMD8"
"4891","FRMPD1"
"4892","FRMPD2"
"4893","FRMPD4"
"4894","FRRS1"
"4895","FRY"
"4896","FRZB"
"4897","FSBP"
"4898","FSCB"
"4899","FSCN1"
"4900","FSCN2"
"4901","FSCN3"
"4902","FSD1"
"4903","FSD1L"
"4904","FSD2"
"4905","FSHB"
"4906","FSHR"
"4907","FSIP1"
"4908","FST"
"4909","FSTL1"
"4910","FSTL3"
"4911","FSTL4"
"4912","FSTL5"
"4913","FTCD"
"4914","FTH1"
"4915","FTHL17"
"4916","FTL"
"4917","FTMT"
"4918","FTO"
"4919","FUBP3"
"4920","FUCA1"
"4921","FUCA2"
"4922","FUK"
"4923","FUNDC1"
"4924","FUNDC2"
"4925","FURIN"
"4926","FUT1"
"4927","FUT10"
"4928","FUT11"
"4929","FUT2"
"4930","FUT3"
"4931","FUT6"
"4932","FUT7"
"4933","FUT8"
"4934","FUT9"
"4935","FUZ"
"4936","FXR1"
"4937","FXR2"
"4938","FXYD1"
"4939","FXYD2"
"4940","FXYD3"
"4941","FXYD4"
"4942","FXYD5"
"4943","FXYD6"
"4944","FXYD7"
"4945","FYB"
"4946","FYCO1"
"4947","FYN"
"4948","FYTTD1"
"4949","FZD1"
"4950","FZD3"
"4951","FZD4"
"4952","FZD5"
"4953","FZD6"
"4954","FZD7"
"4955","FZD8"
"4956","FZD9"
"4957","FZR1"
"4958","G0S2"
"4959","G2E3"
"4960","G6PC"
"4961","G6PC2"
"4962","G6PC3"
"4963","G6PD"
"4964","GAA"
"4965","GAB1"
"4966","GAB3"
"4967","GAB4"
"4968","GABARAP"
"4969","GABARAPL1"
"4970","GABARAPL2"
"4971","GABBR1"
"4972","GABBR2"
"4973","GABPB2"
"4974","GABRA1"
"4975","GABRA2"
"4976","GABRA3"
"4977","GABRA4"
"4978","GABRA5"
"4979","GABRA6"
"4980","GABRB1"
"4981","GABRB2"
"4982","GABRB3"
"4983","GABRD"
"4984","GABRE"
"4985","GABRG1"
"4986","GABRG2"
"4987","GABRG3"
"4988","GABRP"
"4989","GABRQ"
"4990","GABRR1"
"4991","GAD1"
"4992","GAD2"
"4993","GADD45A"
"4994","GADD45B"
"4995","GADD45G"
"4996","GADL1"
"4997","GAL"
"4998","GAL3ST1"
"4999","GAL3ST2"
"5000","GAL3ST3"
"5001","GAL3ST4"
"5002","GALC"
"5003","GALE"
"5004","GALK1"
"5005","GALK2"
"5006","GALM"
"5007","GALNS"
"5008","GALNT1"
"5009","GALNT10"
"5010","GALNT11"
"5011","GALNT12"
"5012","GALNT13"
"5013","GALNT14"
"5014","GALNT15"
"5015","GALNT16"
"5016","GALNT18"
"5017","GALNT2"
"5018","GALNT3"
"5019","GALNT5"
"5020","GALNT6"
"5021","GALNT7"
"5022","GALNT8"
"5023","GALNT9"
"5024","GALNTL5"
"5025","GALNTL6"
"5026","GALP"
"5027","GALR1"
"5028","GALR2"
"5029","GALR3"
"5030","GALT"
"5031","GAMT"
"5032","GANAB"
"5033","GANC"
"5034","GAP43"
"5035","GAPDHS"
"5036","GAPVD1"
"5037","GAREM"
"5038","GAREML"
"5039","GARNL3"
"5040","GAS1"
"5041","GAS2"
"5042","GAS2L1"
"5043","GAS2L2"
"5044","GAS2L3"
"5045","GAS6"
"5046","GAS7"
"5047","GAS8"
"5048","GAST"
"5049","GATA1"
"5050","GATA3"
"5051","GATA4"
"5052","GATA5"
"5053","GATA6"
"5054","GATAD1"
"5055","GATAD2B"
"5056","GATM"
"5057","GATSL1"
"5058","GATSL2"
"5059","GATSL3"
"5060","GBA"
"5061","GBA2"
"5062","GBAS"
"5063","GBE1"
"5064","GBGT1"
"5065","GBP1"
"5066","GBP2"
"5067","GBP3"
"5068","GBP4"
"5069","GBP6"
"5070","GBP7"
"5071","GBX1"
"5072","GBX2"
"5073","GC"
"5074","GCA"
"5075","GCAT"
"5076","GCC1"
"5077","GCC2"
"5078","GCDH"
"5079","GCFC2"
"5080","GCG"
"5081","GCGR"
"5082","GCH1"
"5083","GCHFR"
"5084","GCK"
"5085","GCKR"
"5086","GCLM"
"5087","GCM1"
"5088","GCM2"
"5089","GCNT1"
"5090","GCNT2"
"5091","GCNT3"
"5092","GCNT4"
"5093","GCOM1"
"5094","GCSAM"
"5095","GCSAML"
"5096","GDA"
"5097","GDAP1"
"5098","GDAP1L1"
"5099","GDAP2"
"5100","GDE1"
"5101","GDF1"
"5102","GDF10"
"5103","GDF11"
"5104","GDF15"
"5105","GDF2"
"5106","GDF3"
"5107","GDF5"
"5108","GDF5OS"
"5109","GDF6"
"5110","GDF7"
"5111","GDI1"
"5112","GDNF"
"5113","GDPD1"
"5114","GDPD2"
"5115","GDPD3"
"5116","GDPD4"
"5117","GDPD5"
"5118","GEM"
"5119","GEMIN6"
"5120","GEN1"
"5121","GFAP"
"5122","GFI1"
"5123","GFM2"
"5124","GFOD1"
"5125","GFOD2"
"5126","GFPT2"
"5127","GFRA1"
"5128","GFRA2"
"5129","GFRA3"
"5130","GFRA4"
"5131","GFRAL"
"5132","GGA1"
"5133","GGA2"
"5134","GGA3"
"5135","GGCT"
"5136","GGCX"
"5137","GGH"
"5138","GGN"
"5139","GGT1"
"5140","GGT5"
"5141","GGT6"
"5142","GGT7"
"5143","GGTLC1"
"5144","GGTLC2"
"5145","GH1"
"5146","GH2"
"5147","GHDC"
"5148","GHITM"
"5149","GHR"
"5150","GHRHR"
"5151","GHRL"
"5152","GHSR"
"5153","GID4"
"5154","GID8"
"5155","GIF"
"5156","GIGYF1"
"5157","GIMAP1"
"5158","GIMAP2"
"5159","GIMAP4"
"5160","GIMAP5"
"5161","GIMAP6"
"5162","GIMAP7"
"5163","GIMAP8"
"5164","GIN1"
"5165","GINM1"
"5166","GIP"
"5167","GIPC1"
"5168","GIPC2"
"5169","GIPR"
"5170","GIT1"
"5171","GIT2"
"5172","GJA1"
"5173","GJA10"
"5174","GJA3"
"5175","GJA4"
"5176","GJB1"
"5177","GJB2"
"5178","GJB3"
"5179","GJB4"
"5180","GJB5"
"5181","GJB6"
"5182","GJC1"
"5183","GJC2"
"5184","GJC3"
"5185","GJD2"
"5186","GJD4"
"5187","GJE1"
"5188","GK"
"5189","GK2"
"5190","GK5"
"5191","GKAP1"
"5192","GKN1"
"5193","GKN2"
"5194","GLA"
"5195","GLB1"
"5196","GLB1L"
"5197","GLB1L3"
"5198","GLCCI1"
"5199","GLDC"
"5200","GLDN"
"5201","GLG1"
"5202","GLI1"
"5203","GLI3"
"5204","GLIPR1"
"5205","GLIPR1L1"
"5206","GLIPR1L2"
"5207","GLIPR2"
"5208","GLIS1"
"5209","GLIS3"
"5210","GLO1"
"5211","GLOD4"
"5212","GLP1R"
"5213","GLP2R"
"5214","GLRA1"
"5215","GLRA2"
"5216","GLRA3"
"5217","GLRA4"
"5218","GLRB"
"5219","GLRX"
"5220","GLRX2"
"5221","GLS2"
"5222","GLT1D1"
"5223","GLT6D1"
"5224","GLT8D1"
"5225","GLT8D2"
"5226","GLTP"
"5227","GLTPD1"
"5228","GLTPD2"
"5229","GLTSCR1"
"5230","GLTSCR1L"
"5231","GLUD1"
"5232","GLUD2"
"5233","GLUL"
"5234","GLYAT"
"5235","GLYATL1"
"5236","GLYATL2"
"5237","GLYATL3"
"5238","GLYCTK"
"5239","GLYR1"
"5240","GM2A"
"5241","GMCL1"
"5242","GMDS"
"5243","GMEB2"
"5244","GMFB"
"5245","GMFG"
"5246","GMIP"
"5247","GML"
"5248","GMNC"
"5249","GMPPA"
"5250","GMPPB"
"5251","GMPR"
"5252","GMPR2"
"5253","GNA11"
"5254","GNA12"
"5255","GNA13"
"5256","GNA14"
"5257","GNA15"
"5258","GNAI1"
"5259","GNAI2"
"5260","GNAI3"
"5261","GNAL"
"5262","GNAO1"
"5263","GNAQ"
"5264","GNAS"
"5265","GNAT1"
"5266","GNAT2"
"5267","GNAT3"
"5268","GNAZ"
"5269","GNB2"
"5270","GNB3"
"5271","GNB4"
"5272","GNB5"
"5273","GNE"
"5274","GNG10"
"5275","GNG11"
"5276","GNG12"
"5277","GNG13"
"5278","GNG2"
"5279","GNG3"
"5280","GNG4"
"5281","GNG5"
"5282","GNG7"
"5283","GNG8"
"5284","GNGT1"
"5285","GNGT2"
"5286","GNL1"
"5287","GNLY"
"5288","GNMT"
"5289","GNPAT"
"5290","GNPDA1"
"5291","GNPDA2"
"5292","GNPNAT1"
"5293","GNPTAB"
"5294","GNPTG"
"5295","GNRH1"
"5296","GNRH2"
"5297","GNRHR"
"5298","GNS"
"5299","GOLGA1"
"5300","GOLGA2"
"5301","GOLGA4"
"5302","GOLGA5"
"5303","GOLGA6A"
"5304","GOLGA6B"
"5305","GOLGA6C"
"5306","GOLGA6D"
"5307","GOLGA6L10"
"5308","GOLGA6L6"
"5309","GOLGA6L9"
"5310","GOLGA7"
"5311","GOLGA7B"
"5312","GOLGA8A"
"5313","GOLGA8B"
"5314","GOLGA8O"
"5315","GOLGA8R"
"5316","GOLGB1"
"5317","GOLIM4"
"5318","GOLM1"
"5319","GOLPH3"
"5320","GOLPH3L"
"5321","GOLT1A"
"5322","GOPC"
"5323","GORAB"
"5324","GORASP1"
"5325","GORASP2"
"5326","GOT1"
"5327","GOT1L1"
"5328","GOT2"
"5329","GP1BA"
"5330","GP1BB"
"5331","GP2"
"5332","GP6"
"5333","GP9"
"5334","GPA33"
"5335","GPAA1"
"5336","GPANK1"
"5337","GPAT2"
"5338","GPATCH2"
"5339","GPATCH2L"
"5340","GPATCH3"
"5341","GPATCH8"
"5342","GPBAR1"
"5343","GPC1"
"5344","GPC2"
"5345","GPC3"
"5346","GPC4"
"5347","GPC5"
"5348","GPC6"
"5349","GPCPD1"
"5350","GPD1"
"5351","GPD1L"
"5352","GPD2"
"5353","GPER"
"5354","GPHA2"
"5355","GPHN"
"5356","GPI"
"5357","GPIHBP1"
"5358","GPLD1"
"5359","GPM6A"
"5360","GPM6B"
"5361","GPNMB"
"5362","GPR1"
"5363","GPR101"
"5364","GPR108"
"5365","GPR110"
"5366","GPR113"
"5367","GPR114"
"5368","GPR116"
"5369","GPR119"
"5370","GPR123"
"5371","GPR124"
"5372","GPR125"
"5373","GPR126"
"5374","GPR128"
"5375","GPR132"
"5376","GPR133"
"5377","GPR137"
"5378","GPR137B"
"5379","GPR137C"
"5380","GPR139"
"5381","GPR142"
"5382","GPR144"
"5383","GPR148"
"5384","GPR149"
"5385","GPR15"
"5386","GPR150"
"5387","GPR151"
"5388","GPR152"
"5389","GPR153"
"5390","GPR155"
"5391","GPR157"
"5392","GPR158"
"5393","GPR160"
"5394","GPR162"
"5395","GPR17"
"5396","GPR171"
"5397","GPR173"
"5398","GPR174"
"5399","GPR176"
"5400","GPR179"
"5401","GPR180"
"5402","GPR182"
"5403","GPR183"
"5404","GPR20"
"5405","GPR21"
"5406","GPR22"
"5407","GPR25"
"5408","GPR26"
"5409","GPR27"
"5410","GPR3"
"5411","GPR31"
"5412","GPR32"
"5413","GPR34"
"5414","GPR35"
"5415","GPR37"
"5416","GPR37L1"
"5417","GPR39"
"5418","GPR4"
"5419","GPR45"
"5420","GPR50"
"5421","GPR52"
"5422","GPR56"
"5423","GPR6"
"5424","GPR62"
"5425","GPR63"
"5426","GPR64"
"5427","GPR65"
"5428","GPR75"
"5429","GPR78"
"5430","GPR82"
"5431","GPR83"
"5432","GPR84"
"5433","GPR85"
"5434","GPR87"
"5435","GPR88"
"5436","GPR89A"
"5437","GPR89B"
"5438","GPR89C"
"5439","GPR97"
"5440","GPR98"
"5441","GPRASP1"
"5442","GPRASP2"
"5443","GPRC5A"
"5444","GPRC5B"
"5445","GPRC5C"
"5446","GPRC5D"
"5447","GPRC6A"
"5448","GPRIN1"
"5449","GPS1"
"5450","GPS2"
"5451","GPSM1"
"5452","GPSM3"
"5453","GPT2"
"5454","GPX1"
"5455","GPX2"
"5456","GPX3"
"5457","GPX4"
"5458","GPX5"
"5459","GPX6"
"5460","GPX7"
"5461","GPX8"
"5462","GRAMD1A"
"5463","GRAMD1C"
"5464","GRAMD2"
"5465","GRAMD3"
"5466","GRAP"
"5467","GRAP2"
"5468","GRAPL"
"5469","GRASP"
"5470","GRB10"
"5471","GRB14"
"5472","GRB7"
"5473","GREB1"
"5474","GREB1L"
"5475","GREM1"
"5476","GREM2"
"5477","GRHL2"
"5478","GRHL3"
"5479","GRHPR"
"5480","GRIA1"
"5481","GRIA2"
"5482","GRIA3"
"5483","GRIA4"
"5484","GRID1"
"5485","GRID2"
"5486","GRID2IP"
"5487","GRIK1"
"5488","GRIK2"
"5489","GRIK3"
"5490","GRIK4"
"5491","GRIK5"
"5492","GRIN1"
"5493","GRIN2C"
"5494","GRIN2D"
"5495","GRIN3A"
"5496","GRIN3B"
"5497","GRIP1"
"5498","GRIPAP1"
"5499","GRK1"
"5500","GRK4"
"5501","GRK5"
"5502","GRK6"
"5503","GRK7"
"5504","GRM2"
"5505","GRM3"
"5506","GRM4"
"5507","GRM5"
"5508","GRM7"
"5509","GRM8"
"5510","GRN"
"5511","GRP"
"5512","GRPEL2"
"5513","GRPR"
"5514","GRTP1"
"5515","GRXCR1"
"5516","GRXCR2"
"5517","GSAP"
"5518","GSC"
"5519","GSC2"
"5520","GSDMA"
"5521","GSDMB"
"5522","GSDMC"
"5523","GSDMD"
"5524","GSE1"
"5525","GSG1"
"5526","GSG1L"
"5527","GSG2"
"5528","GSK3A"
"5529","GSK3B"
"5530","GSN"
"5531","GSPT2"
"5532","GSR"
"5533","GSTA1"
"5534","GSTA2"
"5535","GSTA3"
"5536","GSTA4"
"5537","GSTCD"
"5538","GSTK1"
"5539","GSTM1"
"5540","GSTM2"
"5541","GSTM4"
"5542","GSTM5"
"5543","GSTO1"
"5544","GSTO2"
"5545","GSTP1"
"5546","GSTT1"
"5547","GSTT2"
"5548","GSTZ1"
"5549","GSX1"
"5550","GSX2"
"5551","GTDC1"
"5552","GTDC2"
"5553","GTF2A1L"
"5554","GTF2H2"
"5555","GTF2H2C"
"5556","GTF2H4"
"5557","GTF2IRD1"
"5558","GTF2IRD2"
"5559","GTF2IRD2B"
"5560","GTPBP1"
"5561","GTPBP2"
"5562","GTPBP3"
"5563","GTSE1"
"5564","GTSF1"
"5565","GTSF1L"
"5566","GUCA1A"
"5567","GUCA1B"
"5568","GUCA1C"
"5569","GUCA2A"
"5570","GUCA2B"
"5571","GUCD1"
"5572","GUCY1A2"
"5573","GUCY1A3"
"5574","GUCY1B3"
"5575","GUCY2C"
"5576","GUCY2D"
"5577","GUCY2F"
"5578","GUF1"
"5579","GULP1"
"5580","GUSB"
"5581","GVQW1"
"5582","GXYLT1"
"5583","GXYLT2"
"5584","GYG1"
"5585","GYG2"
"5586","GYLTL1B"
"5587","GYPA"
"5588","GYPC"
"5589","GYPE"
"5590","GYS1"
"5591","GYS2"
"5592","GZF1"
"5593","GZMA"
"5594","GZMB"
"5595","GZMH"
"5596","GZMK"
"5597","GZMM"
"5598","H1F0"
"5599","H1FNT"
"5600","H1FOO"
"5601","H1FX"
"5602","H2AFB1"
"5603","H2AFB2"
"5604","H2AFB3"
"5605","H2AFJ"
"5606","H2AFV"
"5607","H2AFY"
"5608","H2AFY2"
"5609","H2BFWT"
"5610","H3F3A"
"5611","H3F3B"
"5612","H3F3C"
"5613","H6PD"
"5614","HAAO"
"5615","HABP2"
"5616","HABP4"
"5617","HACE1"
"5618","HACL1"
"5619","HADH"
"5620","HADHA"
"5621","HADHB"
"5622","HAGH"
"5623","HAGHL"
"5624","HAL"
"5625","HAMP"
"5626","HAND1"
"5627","HAO1"
"5628","HAO2"
"5629","HAP1"
"5630","HAPLN1"
"5631","HAPLN2"
"5632","HAPLN3"
"5633","HAPLN4"
"5634","HARBI1"
"5635","HAS1"
"5636","HAS2"
"5637","HAS3"
"5638","HAT1"
"5639","HAVCR1"
"5640","HAVCR2"
"5641","HAX1"
"5642","HBA1"
"5643","HBA2"
"5644","HBB"
"5645","HBD"
"5646","HBEGF"
"5647","HBG1"
"5648","HBM"
"5649","HBP1"
"5650","HBQ1"
"5651","HBZ"
"5652","HCAR2"
"5653","HCFC1R1"
"5654","HCFC2"
"5655","HCK"
"5656","HCLS1"
"5657","HCN1"
"5658","HCN2"
"5659","HCN3"
"5660","HCN4"
"5661","HCRT"
"5662","HCRTR2"
"5663","HCST"
"5664","HDAC10"
"5665","HDAC11"
"5666","HDAC2"
"5667","HDAC4"
"5668","HDAC5"
"5669","HDAC6"
"5670","HDC"
"5671","HDDC2"
"5672","HDDC3"
"5673","HDGF"
"5674","HDGFL1"
"5675","HDGFRP2"
"5676","HDGFRP3"
"5677","HDHD1"
"5678","HDHD2"
"5679","HDHD3"
"5680","HDLBP"
"5681","HDX"
"5682","HEATR2"
"5683","HEATR5A"
"5684","HEATR5B"
"5685","HEATR6"
"5686","HEBP1"
"5687","HECA"
"5688","HECTD2"
"5689","HECTD3"
"5690","HECW1"
"5691","HECW2"
"5692","HEG1"
"5693","HELB"
"5694","HELLS"
"5695","HELT"
"5696","HELZ"
"5697","HELZ2"
"5698","HEMGN"
"5699","HEMK1"
"5700","HENMT1"
"5701","HEPACAM"
"5702","HEPACAM2"
"5703","HEPH"
"5704","HEPHL1"
"5705","HEPN1"
"5706","HERC1"
"5707","HERC2"
"5708","HERC4"
"5709","HERC5"
"5710","HERC6"
"5711","HERPUD1"
"5712","HERPUD2"
"5713","HES1"
"5714","HES2"
"5715","HES3"
"5716","HES4"
"5717","HES5"
"5718","HES6"
"5719","HES7"
"5720","HESX1"
"5721","HEXA"
"5722","HEXB"
"5723","HEXDC"
"5724","HEXIM1"
"5725","HEXIM2"
"5726","HEY1"
"5727","HEY2"
"5728","HEYL"
"5729","HFE"
"5730","HFE2"
"5731","HFM1"
"5732","HGD"
"5733","HGF"
"5734","HGFAC"
"5735","HGSNAT"
"5736","HHAT"
"5737","HHATL"
"5738","HHEX"
"5739","HHIP"
"5740","HHIPL1"
"5741","HHIPL2"
"5742","HHLA2"
"5743","HHLA3"
"5744","HIAT1"
"5745","HIATL1"
"5746","HIBADH"
"5747","HIBCH"
"5748","HIC1"
"5749","HIC2"
"5750","HID1"
"5751","HIF1A"
"5752","HIF1AN"
"5753","HIF3A"
"5754","HIGD1A"
"5755","HIGD1B"
"5756","HIGD1C"
"5757","HIGD2A"
"5758","HIGD2B"
"5759","HILPDA"
"5760","HINT1"
"5761","HINT2"
"5762","HINT3"
"5763","HIP1"
"5764","HIP1R"
"5765","HIPK1"
"5766","HIPK2"
"5767","HIPK3"
"5768","HIPK4"
"5769","HIRIP3"
